,Venue,City,Country,Date,Year,Setlist,State
911,Cumberland County Civic Center,Portland,USA,1986-03-28,1986,"['iko iko', 'beat it on down the line', 'loser', 'good time blues', 'me and my uncle', 'mexicali blues', 'althea', 'box of rain', ""playin' in the band"", ""franklin's tower"", 'i need a miracle', ""playin' in the band"", 'drums', 'the wheel', 'dear mr. fantasy', ""playin' in the band"", 'around and around', ""good lovin'"", 'baby blue']",ME
912,Providence Civic Center,Providence,USA,1986-03-30,1986,"['hell in a bucket', 'sugaree', 'el paso', 'cumberland blues', 'tons of steel', 'c.c. rider', ""dupree's diamond blues"", ""tom thumb's blues"", 'deal', 'touch of grey', 'samson and delilah', 'terrapin station', 'man smart/woman smarter', 'drums', ""why don't we do it in the road"", 'stella blue', ""throwin' stones"", 'not fade away', 'not fade away', 'quinn the eskimo']",RI
913,Providence Civic Center,Providence,USA,1986-03-31,1986,"['mississippi half-step', 'roadrunner', 'west l.a. fadeaway', 'my brother esau', 'brown eyed women', 'desolation row', 'might as well', 'feel like a stranger', 'ship of fools', 'willie and the hand jive', ""goin' down the road feelin' bad"", 'drums', 'comes a time', ""truckin'"", 'johnny b. goode']",RI
914,Providence Civic Center,Providence,USA,1986-04-01,1986,"[""gimme some lovin'"", 'little red rooster', 'stagger lee', 'cassidy', 'tennessee jed', 'looks like rain', 'big railroad blues', 'music never stopped', 'shakedown street', 'estimated prophet', 'eyes of the world', 'drums', 'i need a miracle', 'black peter', 'sugar magnolia', 'box of rain']",RI
915,Hartford Civic Center,Hartford,USA,1986-04-03,1986,"['iko iko', 'new minglewood blues', 'peggy-o', 'me and my uncle', 'mexicali blues', 'bird song', 'supplication', 'let it grow', ""don't ease me in"", ""uncle john's band"", ""playin' in the band"", ""don't need love"", 'drums', 'the other one', 'wharf rat', 'around and around', 'not fade away', 'baby blue']",CT
916,Hartford Civic Center,Hartford,USA,1986-04-04,1986,"['jack straw', 'dire wolf', 'c.c. rider', 'candyman', ""it's all over now"", 'crazy fingers', 'greatest story ever told', 'day job', 'touch of grey', 'looks like rain', ""he's gone"", ""smokestack lightnin'"", 'drums', 'the wheel', 'stella blue', ""throwin' stones"", 'turn on your love light', 'box of rain']",CT
917,Irvine Meadows Amphitheater,Laguna Hills,USA,1986-04-12,1986,"['hell in a bucket', 'bertha', 'little red rooster', 'loser', 'beat it on down the line', 'althea', 'willie and the hand jive', 'row jimmy', 'jack straw', 'cold rain and snow', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'the other one', 'wharf rat', 'one more saturday night', 'quinn the eskimo']",CA
918,Irvine Meadows Amphitheater,Laguna Hills,USA,1986-04-13,1986,"['iko iko', 'new minglewood blues', 'peggy-o', 'desolation row', 'mississippi half-step', 'supplication', 'let it grow', 'china cat sunflower', 'i know you rider', 'looks like rain', 'terrapin station', ""don't need love"", 'drums', 'i need a miracle', 'black peter', ""throwin' stones"", 'turn on your love light', 'box of rain']",CA
919,Berkeley Community Theater,Berkeley,USA,1986-04-18,1986,"['alabama getaway', 'greatest story ever told', 'west l.a. fadeaway', 'c.c. rider', 'brown eyed women', 'me and my uncle', 'mexicali blues', 'tons of steel', 'my baby left me', ""that's alright mama"", 'music never stopped', 'shakedown street', 'man smart/woman smarter', ""he's gone"", 'drums', 'the wheel', ""smokestack lightnin'"", 'stella blue', 'around and around', 'johnny b. goode', 'u.s. blues']",CA
920,Berkeley Community Theater,Berkeley,USA,1986-04-19,1986,"['feel like a stranger', 'stagger lee', 'new minglewood blues', 'friend of the devil', 'cassidy', 'big railroad blues', 'one more saturday night', 'crazy fingers', ""playin' in the band"", 'drums', 'the other one', 'china doll', ""playin' in the band"", 'sugar magnolia', 'quinn the eskimo']",CA
921,Berkeley Community Theater,Berkeley,USA,1986-04-21,1986,"['mississippi half-step', 'el paso', 'row jimmy', 'my brother esau', 'cumberland blues', 'desolation row', 'ramble on rose', 'let it grow', 'touch of grey', 'estimated prophet', 'eyes of the world', 'drums', 'maybe you know how i feel', ""goin' down the road feelin' bad"", 'morning dew', 'around and around', 'not fade away', 'not fade away', ""don't ease me in""]",CA
922,Berkeley Community Theater,Berkeley,USA,1986-04-22,1986,"['box of rain', 'visions of johanna', 'mama tried', 'big river', 'bird song', 'little red rooster', 'deal', 'china cat sunflower', 'i know you rider', 'looks like rain', 'terrapin station', 'drums', 'spoonful', ""throwin' stones"", 'black peter', 'turn on your love light', 'brokedown palace']",CA
923,California Exposition Amphitheater,Sacramento,USA,1986-05-03,1986,"['cold rain and snow', 'the race is on', 'they love each other', 'c.c. rider', 'high time', 'beat it on down the line', 'promised land', 'deal', 'scarlet begonias', 'fire on the mountain', 'man smart/woman smarter', ""goin' down the road feelin' bad"", 'drums', 'the other one', 'comes a time', 'sugar magnolia']",CA
924,California Exposition Amphitheater,Sacramento,USA,1986-05-04,1986,"['one more saturday night', 'mississippi half-step', 'little red rooster', 'candyman', 'me and my uncle', 'mexicali blues', 'china cat sunflower', 'i know you rider', ""gimme some lovin'"", ""playin' in the band"", 'drums', ""uncle john's band"", ""playin' in the band"", 'i need a miracle', 'wharf rat', 'around and around', ""good lovin'"", 'box of rain']",CA
925,Frost Amphitheater (Stanford U),Palo Alto,USA,1986-05-10,1986,"['bertha', 'greatest story ever told', 'west l.a. fadeaway', 'desolation row', 'tennessee jed', 'new minglewood blues', 'big railroad blues', 'let it grow', 'hell in a bucket', 'sugaree', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', 'china doll', ""throwin' stones"", 'turn on your love light', 'quinn the eskimo']",CA
926,Frost Amphitheater (Stanford U),Palo Alto,USA,1986-05-11,1986,"[""gimme some lovin'"", ""dancin' in the streets"", 'good time blues', 'iko iko', 'my brother esau', 'it must have been the roses', 'cassidy', 'might as well', 'samson and delilah', 'crazy fingers', ""he's gone"", ""smokestack lightnin'"", 'drums', 'the other one', 'comes a time', 'around and around', 'not fade away', 'i need a miracle', 'u.s. blues']",CA
927,Greek Theater (U of California),Berkeley,USA,1986-06-20,1986,"['midnight hour', 'mississippi half-step', 'el paso', 'west l.a. fadeaway', 'me and my uncle', 'mexicali blues', 'candyman', 'let it grow', ""uncle john's band"", ""playin' in the band"", 'comes a time', 'drums', 'i need a miracle', 'black peter', 'around and around', ""good lovin'"", 'quinn the eskimo']",CA
928,Greek Theater (U of California),Berkeley,USA,1986-06-21,1986,"['alabama getaway', 'promised land', 'friend of the devil', 'c.c. rider', 'loser', 'desolation row', 'china cat sunflower', 'i know you rider', 'saint of circumstance', ""gimme some lovin'"", ""he's gone"", ""smokestack lightnin'"", 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",CA
929,Greek Theater (U of California),Berkeley,USA,1986-06-22,1986,"['jack straw', 'it must have been the roses', 'cassidy', 'row jimmy', 'new minglewood blues', 'big railroad blues', 'mama tried', 'big river', 'stagger lee', 'hell in a bucket', 'might as well', 'fire on the mountain', 'samson and delilah', 'ship of fools', 'man smart/woman smarter', 'drums', ""truckin'"", ""goin' down the road feelin' bad"", 'stella blue', 'turn on your love light', 'u.s. blues', 'box of rain']",CA
930,Hubert H. Humphrey Metrodome,Minniapolis,USA,1986-06-26,1986,"[""gimme some lovin'"", 'sugaree', 'little red rooster', 'iko iko', 'my brother esau', 'tennessee jed', 'me and my uncle', 'mexicali blues', 'terrapin station', 'estimated prophet', 'drums', 'the wheel', ""truckin'"", 'black peter', 'around and around', 'sugar magnolia', 'brokedown palace']",MN
931,Alpine Valley Music Theater,East Troy,USA,1986-06-28,1986,"['hell in a bucket', 'ramble on rose', 'c.c. rider', 'row jimmy', 'beat it on down the line', 'touch of grey', 'looks like rain', ""don't ease me in"", ""playin' in the band"", ""uncle john's band"", 'drums', 'china doll', ""goin' down the road feelin' bad"", 'turn on your love light', 'one more saturday night', 'baby blue']",WI
932,Alpine Valley Music Theater,East Troy,USA,1986-06-29,1986,"['mississippi half-step', ""franklin's tower"", ""dancin' in the streets"", 'brown eyed women', 'new minglewood blues', ""tom thumb's blues"", 'stagger lee', 'samson and delilah', 'shakedown street', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'u.s. blues']",WI
933,River Bend Music Center,Cincinnati,USA,1986-06-30,1986,"['feel like a stranger', 'friend of the devil', 'mama tried', 'big river', 'loser', 'cassidy', 'west l.a. fadeaway', 'let it grow', 'bertha', 'man smart/woman smarter', 'ship of fools', ""smokestack lightnin'"", ""he's gone"", 'drums', 'i need a miracle', 'stella blue', ""good lovin'"", 'quinn the eskimo']",OH
934,Rubber Bowl,Akron,USA,1986-07-02,1986,"['alabama getaway', 'greatest story ever told', 'they love each other', 'little red rooster', ""don't think twice it's alright"", 'baby blue', 'candyman', 'me and my uncle', 'mexicali blues', ""don't ease me in"", 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'desolation row', 'drums', ""truckin'"", 'black peter', 'sugar magnolia', 'box of rain']",OH
935,Rich Stadium,Buffalo,USA,1986-07-04,1986,"['jack straw', ""dupree's diamond blues"", 'c.c. rider', 'tennessee jed', 'my brother esau', 'touch of grey', 'cold rain and snow', 'fire on the mountain', 'samson and delilah', 'the wheel', 'i need a miracle', ""uncle john's band"", 'drums', ""gimme some lovin'"", ""goin' down the road feelin' bad"", 'turn on your love light', 'u.s. blues']",NY
936,RFK Stadium,Washington,USA,1986-07-06,1986,"['hell in a bucket', 'sugaree', 'me and my uncle', 'big river', 'row jimmy', 'cassidy', 'althea', 'let it grow', 'saint of circumstance', 'iko iko', 'looks like rain', ""he's gone"", 'drums', 'stella blue', ""throwin' stones"", 'not fade away', 'brokedown palace']",DC
937,RFK Stadium,Washington,USA,1986-07-07,1986,"['ramble on rose', 'new minglewood blues', 'it must have been the roses', 'baby blue', 'desolation row', 'box of rain', ""playin' in the band"", 'terrapin station', 'drums', 'the other one', 'wharf rat', 'around and around', ""good lovin'"", 'satisfaction']",DC
938,Oakland Coliseum,Oakland,USA,1986-12-15,1986,"['touch of grey', 'c.c. rider', 'when push comes to shove', 'beat it on down the line', 'greatest story ever told', 'loser', 'cassidy', 'althea', 'my brother esau', 'candyman', 'let it grow', 'iko iko', 'looks like rain', 'black muddy river', ""playin' in the band"", 'terrapin station', 'drums', ""truckin'"", 'wharf rat', ""playin' in the band"", ""good lovin'"", 'johnny b. goode']",CA
939,Oakland Coliseum,Oakland,USA,1986-12-16,1986,"['hell in a bucket', 'row jimmy', 'me and my uncle', 'big river', 'stagger lee', 'new minglewood blues', 'when push comes to shove', 'sugaree', 'jack straw', 'box of rain', 'crazy fingers', 'estimated prophet', 'eyes of the world', 'drums', 'willie and the hand jive', 'iko iko', 'stella blue', 'sugar magnolia', 'midnight hour']",CA
940,Oakland Coliseum,Oakland,USA,1986-12-17,1986,"['alabama getaway', 'promised land', 'west l.a. fadeaway', 'tons of steel', 'little red rooster', 'tennessee jed', 'desolation row', 'when push comes to shove', 'music never stopped', 'saint of circumstance', 'cumberland blues', 'samson and delilah', 'ship of fools', 'man smart/woman smarter', ""he's gone"", 'drums', 'the other one', 'black peter', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",CA
941,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-27,1986,"[""playin' in the band"", 'bertha', 'mama tried', 'mexicali blues', 'ramble on rose', 'little red rooster', 'bird song', 'quinn the eskimo', ""dancin' in the streets"", 'black muddy river', ""playin' in the band"", 'i need a miracle', 'drums', ""truckin'"", ""smokestack lightnin'"", 'comes a time', 'around and around', ""playin' in the band"", 'when push comes to shove']",CA
942,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-28,1986,"['cold rain and snow', 'new minglewood blues', 'row jimmy', 'el paso', 'stagger lee', 'box of rain', 'big railroad blues', 'promised land', 'scarlet begonias', 'fire on the mountain', 'looks like rain', ""he's gone"", 'drums', 'the other one', 'black peter', 'sugar magnolia', 'baby blue']",CA
943,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-30,1986,"['hell in a bucket', 'althea', 'c.c. rider', 'cumberland blues', 'my brother esau', 'when push comes to shove', 'beat it on down the line', 'greatest story ever told', ""don't ease me in"", 'music never stopped', 'china cat sunflower', 'i know you rider', 'saint of circumstance', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'iko iko', 'man smart/woman smarter', 'stella blue', ""throwin' stones"", 'not fade away', 'johnny b. goode']",CA
944,Henry J. Kaiser Convention Center,Oakland,USA,1986-12-31,1986,"['jack straw', 'sugaree', 'me and my uncle', 'mexicali blues', 'candyman', 'desolation row', 'u.s. blues', 'touch of grey', 'let it grow', 'black muddy river', 'samson and delilah', 'terrapin station', 'drums', 'wharf rat', ""goin' down the road feelin' bad"", 'turn on your love light', ""gimme some lovin'"", 'when push comes to shove', 'box of rain', 'midnight hour', 'brokedown palace']",CA
945,San Francisco Civic,San Francisco,USA,1987-01-28,1987,"['shakedown street', 'get back', 'peggy-o', ""walkin' blues"", 'it must have been the roses', ""it's all over now"", 'row jimmy', 'my brother esau', 'bird song', 'jack straw', 'when push comes to shove', 'samson and delilah', 'black muddy river', ""he's gone"", 'spoonful', 'drums', 'eyes of the world', 'black peter', 'around and around', 'sugar magnolia', 'u.s. blues']",CA
946,San Francisco Civic,San Francisco,USA,1987-01-29,1987,"['funiculi funicula', 'hell in a bucket', 'sugaree', 'el paso', 'loser', 'little red rooster', 'brown eyed women', 'cassidy', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'looks like rain', 'terrapin station', 'drums', 'i need a miracle', 'stella blue', ""goin' down the road feelin' bad"", 'johnny b. goode', 'baby blue']",CA
947,San Francisco Civic,San Francisco,USA,1987-01-30,1987,"['touch of grey', 'new minglewood blues', 'candyman', 'me and my uncle', 'mexicali blues', 'when push comes to shove', 'beat it on down the line', 'promised land', 'china cat sunflower', 'i know you rider', 'iko iko', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', ""truckin'"", 'drums', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'not fade away', 'brokedown palace']",CA
948,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-01,1987,"['touch of grey', 'little red rooster', 'peggy-o', 'me and my uncle', 'mexicali blues', 'when push comes to shove', ""it's all over now"", 'row jimmy', 'let it grow', 'hell in a bucket', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'black muddy river', ""he's gone"", 'drums', 'the other one', 'black peter', 'around and around', ""good lovin'"", ""don't ease me in""]",CA
949,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-02,1987,"['funiculi funicula', 'jack straw', 'althea', 'c.c. rider', 'bird song', 'beat it on down the line', 'ramble on rose', 'feel like a stranger', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'morning dew', 'johnny b. goode']",CA
950,Henry J. Kaiser Convention Center,Oakland,USA,1987-03-03,1987,"['quinn the eskimo', 'greatest story ever told', 'loser', 'new minglewood blues', 'tons of steel', 'cassidy', 'mississippi half-step', 'promised land', 'iko iko', 'saint of circumstance', 'terrapin station', 'drums', ""gimme some lovin'"", 'wharf rat', ""throwin' stones"", 'touch of grey', 'brokedown palace']",CA
